id_cliente,nome_completo,cpf,data_nascimento,e-mail,telefone,cidade,uf,renda_mensal,segmento,data_cadastro
CLT-0175,Fátima Campos,34257540900,2002-04-06,fatima.campos53@outlook.com,41951447302,Florianópolis,SC,3198.38,varejo,2023-02-20
CLT-0472,Priscila Rodrigues Oliveira,67063621986,1960-09-15,priscila.oliveira16@yahoo.com.br,47957015173,Belo Horizonte,MG,,private,2023-10-13
CLT-0640,Igor Souza,38277771184,1976-11-24,,,Belo Horizonte,MG,3315.41,premium,2016-05-18
CLT-0301,Bruno Ferreira,61562624467,2002-12-08,,71939413679,Brasília,DF,29202.94,varejo,2017-05-21
CLT-0003,Igor Teixeira,78480184514,2002-06-12,,62953159201,Belo Horizonte,MG,1541.23,varejo,2017-05-21
CLT-0812,Helena Cardoso,19612933213,2001-09-17,helena.cardoso83@outlook.com,31916895344,Manaus,AM,18208.28,varejo,2019-10-13
CLT-0795,Henrique Ribeiro,1294576130,1978-01-31,henrique.ribeiro63@gmail.com,47959435617,Salvador,BA,2811.07,varejo,2021-06-20
CLT-0550,Karina Teixeira,75965999201,1985-11-05,karina.teixeira83@hotmail.com,71942452232,Belo Horizonte,MG,1569.39,varejo,2023-03-05
CLT-0810,Samuel Carvalho Ribeiro,86819004158,1969-05-01,samuel.ribeiro24@hotmail.com,61931469909,Porto Alegre,RS,29509.59,premium,2023-12-30
CLT-0799,Carla Lima,29650744565,1964-09-25,carla.lima35@bol.com.br,71969055524,Manaus,AM,16342.93,varejo,2018-08-05
CLT-0545,Lucas Lima Almeida,76917162042,1971-08-23,lucas.almeida91@hotmail.com,21957345394,Rio De Janeiro,RJ,1685.97,premium,2020-03-21
CLT-0634,Débora Lima,23372094516,1975-09-27,debora.lima84@gmail.com,81911927478,Vitória,ES,2309.7,varejo,2018-02-25
CLT-0239,Marcos Campos Pereira,09166010023,1991-03-20,marcos.pereira51@bol.com.br,,Fortaleza,CE,38200.97,varejo,2022-04-08
CLT-0481,Larissa Almeida,25892225606,1986-11-02,larissa.almeida89@hotmail.com,61944587088,Florianópolis,SC,1611.6,premium,2020-07-06
CLT-0375,Priscila Campos,19541966645,1999-05-16,priscila.campos92@yahoo.com.br,11945318135,Brasília,DF,40126.1,varejo,2025-02-02
CLT-0348,Thiago Santos Carvalho,32694968436,2004-04-26,thiago.carvalho19@bol.com.br,41996921114,Curitiba,PR,4352.06,varejo,2020-08-23
CLT-0696,Henrique Barbosa Almeida,27668098460,1981-06-27,henrique.almeida20@hotmail.com,85915505498,São Paulo,SP,4150.63,varejo,2021-09-23
CLT-0258,Bruno Oliveira Lima,1591030021,1953-04-27,bruno.lima52@gmail.com,41937882442,Porto Alegre,RS,35733.1,varejo,2023-10-04
CLT-0602,Fátima Lima Dias,50221816981,2052-02-25,fatima.dias70@outlook.com,21947345912,Campinas,SP,2730.66,varejo,2023-09-03
CLT-0060,Nicolas Dias,61429396856,1970-12-08,nicolas.dias70@bol.com.br,62922849204,Vitória,ES,4307.1,varejo,2017-03-11
CLT-0547,Samuel Barbosa,02599851939,1972-10-08,samuel.barbosa56@hotmail.com,31990813952,Recife,PE,42512.87,premium,2017-08-23
CLT-0653,Paulo Campos,00734293907,1976-12-25,paulo.campos40@outlook.com,81933246156,Campinas,SP,16648.77,varejo,2022-09-30
CLT-0240,Juliana Pereira,36625436172,2000-06-30,juliana.pereira3@gmail.com,51968542249,Rio De Janeiro,RJ,4835.32,varejo,2016-11-25
CLT-0251,Lucas Carvalho,11096179817,1960-04-03,lucas.carvalho89@yahoo.com.br,19957497891,Vitória,ES,2695.04,private,2023-07-19
CLT-0394,Thiago Almeida,68011923603,1974-05-25,thiago.almeida80@hotmail.com,62921892681,Manaus,AM,4961.22,varejo,2024-11-23
CLT-0494,Thiago Dias Martins,11018780358,2063-12-16,thiago.martins95@hotmail.com,47918192211,Vitória,ES,3383.74,premium,2025-11-14
CLT-0591,Eduarda Ribeiro,86083570170,1982-01-24,eduarda.ribeiro9@bol.com.br,11958875387,Vitória,ES,5625.39,varejo,2024-03-22
CLT-0495,Wesley Moreira Rodrigues,22054221626,2003-09-03,wesley.rodrigues64@gmail.com,,São Paulo,SP,13906.76,varejo,2015-01-13
CLT-0228,Isabela Campos,35989262566,1974-11-20,isabela.campos11@outlook.com,21954253041,Campinas,SP,9718.93,private,2024-02-15
CLT-0350,Fátima Ribeiro,72453076248,1962-09-30,fatima.ribeiro47@gmail.com,47991778091,Belém,PA,7178.32,varejo,2025-06-12
CLT-0415,Eduarda Silva,97363831828,1966-09-30,eduarda.silva14@hotmail.com,11965454750,Fortaleza,CE,13038.41,premium,2015-07-07
CLT-0722,Priscila Ferreira Dias,43435497872,2061-09-09,priscila.dias61@yahoo.com.br,61988072807,Campinas,SP,51576.15,varejo,2021-11-23
CLT-0331,Olívia Carvalho,96964546553,1972-05-01,,62932036270,Vitória,ES,7270.69,varejo,2020-07-15
CLT-0575,Tatiane Silva,03966203858,1954-07-16,tatiane.silva70@outlook.com,51913448287,Fortaleza,CE,,varejo,2022-03-20
CLT-0341,Fátima Silva,7379457727,1950-07-13,fatima.silva73@bol.com.br,,Belo Horizonte,MG,57488.44,varejo,2023-04-04
CLT-0054,Felipe Rocha,68633752431,1983-09-14,felipe.rocha51@bol.com.br,47912564943,Belém,PA,18017.86,varejo,2015-10-03
CLT-0801,César Dias Cardoso,27633422856,1985-10-11,cesar.cardosogmail.com,85947828624,Goiânia,GO,35977.62,premium,2019-11-30
CLT-0668,Karina Souza,03729545858,1966-11-30,karina.souza10@yahoo.com.br,41999813026,Recife,PE,2650.62,varejo,2019-11-20
CLT-0588,Gabriela Pereira Dias,12762239847,2002-12-22,gabriela.diasgmail.com,19936476587,Belo Horizonte,MG,15391.01,varejo,2026-04-21
CLT-0742,Thiago Ribeiro,53004999266,1979-12-25,thiago.ribeiro53@outlook.com,71928298825,Rio De Janeiro,RJ,2122.86,premium,2017-04-30
CLT-0082,Eduarda Ferreira,06762676586,1979-09-17,eduarda.ferreira94@outlook.com,47946953664,Rio De Janeiro,RJ,10994.49,premium,2015-01-10
CLT-0699,Eduarda Costa,97477656590,1983-03-23,eduarda.costa27@gmail.com,51953144444,Rio De Janeiro,RJ,4740.17,varejo,2024-09-08
CLT-0290,Marcos Rodrigues,77881161620,1955-04-16,marcos.rodrigues1@outlook.com,31942338169,Vitória,ES,17536.35,private,2024-07-06
CLT-0291,Renato Ribeiro,58947735228,1962-07-20,renato.ribeiro67@outlook.com,61978203936,Goiânia,GO,5172.34,premium,2015-02-15
CLT-0445,Henrique Oliveira Lima,55906700099,1972-08-02,henrique.lima99@bol.com.br,85950993931,Goiânia,GO,4432.14,varejo,2023-05-31
CLT-0409,Bruno Freitas Monteiro,98069087261,1963-03-08,bruno.monteiro25@gmail.com,11982413849,Goiânia,GO,7011.51,premium,2020-02-12
CLT-0261,Otávio Carvalho,43629489786,1992-09-22,otavio.carvalho56@bol.com.br,41928194597,Fortaleza,CE,21965.38,premium,2020-12-20
CLT-0607,Otávio Araújo Monteiro,10781871096,1988-02-14,otavio.monteiro40@hotmail.com,51931116417,Fortaleza,CE,30006.83,varejo,2024-02-13
CLT-0586,Nicolas Cardoso,74067582676,1950-04-24,nicolas.cardoso39@hotmail.com,11980403619,Manaus,AM,17889.1,premium,2024-01-30
CLT-0089,Gabriela Lima Oliveira,07446660993,2000-05-15,gabriela.oliveira84@outlook.com,,São Paulo,SP,22270.99,premium,2026-05-18
CLT-0440,Felipe Gomes,97040953141,2000-07-19,felipe.gomes87@bol.com.br,61979981721,Belo Horizonte,MG,4244.07,varejo,2020-07-25
CLT-0457,Marcos Gomes,29758917045,1962-05-18,marcos.gomes83@bol.com.br,85966785811,Fortaleza,CE,3913.56,varejo,2016-07-01
CLT-0157,Gabriela Carvalho,90772625701,1992-12-30,gabriela.carvalho46@outlook.com,85915355859,Brasília,DF,7995.28,premium,2019-08-24
CLT-0222,Rafaela Rocha,68633414111,1969-10-09,rafaela.rocha12@outlook.com,41929027025,Salvador,BA,17196.05,varejo,2023-07-12
CLT-0435,Felipe Santos,57669470318,1979-10-19,felipe.santos52@hotmail.com,19942827595,Curitiba,PR,8209.16,varejo,2024-09-11
CLT-0686,Sofia Monteiro Gomes,92383193489,1980-02-11,sofia.gomes71@yahoo.com.br,,Manaus,AM,2026.64,varejo,2020-10-16
CLT-0755,Paulo Silva Rodrigues,93554592055,1974-10-17,paulo.rodrigues91@bol.com.br,81991252446,Curitiba,PR,13181.2,premium,2025-01-27
CLT-0390,Sofia Dias Souza,63963845269,1957-05-11,sofia.souza22@bol.com.br,51950803042,Porto Alegre,RS,5335.6,varejo,2026-02-28
CLT-0163,Lucas Cardoso,24471462730,1987-10-03,LUCAS.CARDOSO63@GMAIL.COM,21969278872,Recife,PE,39764.02,varejo,2025-04-09
CLT-0785,Natália Dias,02913813014,1973-03-07,natalia.dias60@yahoo.com.br,,Porto Alegre,RS,3892.33,varejo,2016-07-29
CLT-0024,Rafaela Martins,61172400504,1992-02-14,rafaela.martins41@yahoo.com.br,41997027751,Goiânia,GO,8821.05,private,2018-10-24
CLT-0061,Juliana Lima Ferreira,65511047541,1979-04-13,juliana.ferreira11@bol.com.br,81993957685,Vitória,ES,30718.88,premium,2017-02-01
CLT-0482,Diego Rodrigues Barbosa,13626084639,1971-12-13,diego.barbosa41@hotmail.com,61973262036,Goiânia,GO,17266.04,varejo,2025-05-09
CLT-0346,Carla Rodrigues,46558665254,1980-04-12,carla.rodrigues80@gmail.com,,Porto Alegre,RS,56181.39,varejo,2022-02-23
CLT-0490,Olívia Cardoso Cardoso,04379686800,1985-07-30,olivia.cardoso21@hotmail.com,19961413307,Curitiba,PR,11720.33,varejo,2016-02-15
CLT-0661,Paulo Cardoso Rocha,82532083168,1998-07-08,PAULO.ROCHA@HOTMAIL.COM,71946417804,Manaus,AM,5188.84,varejo,2016-12-05
CLT-0093,Nicolas Dias,39348356420,2063-09-27,nicolas.dias90@hotmail.com,62988756416,Rio De Janeiro,RJ,,varejo,2017-06-23
CLT-0733,Débora Monteiro,61548720124,1962-01-31,debora.monteiro62@yahoo.com.br,61957526521,Belo Horizonte,MG,35141.13,varejo,2022-03-09
CLT-0555,Ana Silva,74003910193,2003-04-17,ana.silva52@gmail.com,85939103203,Porto Alegre,RS,12112.29,varejo,2017-06-02
CLT-0710,Natália Carvalho,1065735174,1999-05-19,natalia.carvalho30@hotmail.com,41966553000,Manaus,AM,10769.48,varejo,2016-10-29
CLT-0342,Kevin Ribeiro,6283333939,1953-10-26,kevin.ribeiro52@yahoo.com.br,71971406028,Recife,PE,58094.97,varejo,2017-06-09
CLT-0237,Juliana Freitas,44344812308,1964-06-11,,31955503178,Recife,PE,57145.09,varejo,2020-01-08
CLT-0453,Henrique  Santos Souza,81435614038,2001-11-11,henrique.souza50@yahoo.com.br,41923939361,Brasília,DF,40316.93,premium,2021-03-13
CLT-0773,Larissa Campos,67698897988,1959-04-21,larissa.campos11@yahoo.com.br,51955676396,Campinas,SP,5011.77,premium,2021-12-08
CLT-0767,Eduarda Dias,28535416019,1968-01-22,eduarda.dias48@gmail.com,85952871323,Manaus,AM,,premium,2025-07-27
CLT-0750,Débora Barbosa,82924828732,1963-04-26,debora.barbosa94@hotmail.com,81995479597,Fortaleza,CE,21718.45,private,2024-11-24
CLT-0196,Sofia Ribeiro,94200749465,1977-04-30,sofia.ribeiro22@hotmail.com,85956091745,Brasília,DF,2482.58,premium,2016-07-26
CLT-0521,Débora Rodrigues,00794193245,1961-12-15,debora.rodrigues30@gmail.com,85922331974,Belo Horizonte,MG,2644.67,varejo,2021-10-12
CLT-0339,Lucas Cardoso,73280771130,1955-12-20,lucas.cardoso69@outlook.com,62921044960,Rio De Janeiro,RJ,6065.49,private,2018-03-15
CLT-0272,Juliana Ribeiro,51241893898,1956-01-10,JULIANA.RIBEIRO@HOTMAIL.COM,,Salvador,BA,14486.46,private,2015-03-09
CLT-0511,Otávio Moreira Pereira,25152174653,1957-06-17,otavio.pereira23@bol.com.br,81993861819,Rio De Janeiro,RJ,1450.3,varejo,2017-05-29
CLT-0247,Larissa Rodrigues,55168740903,1973-02-21,larissa.rodrigues47@outlook.com,31927255762,Belo Horizonte,MG,19005.68,varejo,2016-08-20
CLT-0176,Fátima Silva,17765612481,1989-09-09,fatima.silva31@outlook.com,85963538426,Goiânia,GO,45254.11,premium,2019-02-14
CLT-0754,Karina Costa Rocha,53950111525,1983-06-02,karina.rocha59@yahoo.com.br,31985858296,Vitória,ES,19054.81,varejo,2018-12-22
CLT-0293,Karina Silva,81386667548,1968-11-10,karina.silva1@outlook.com,,Manaus,AM,52289.38,premium,2018-03-16
CLT-0731,Larissa Pereira,73564078308,1984-10-02,,47982659526,Recife,PE,16078.75,varejo,2023-04-30
CLT-0338,Ana Ferreira,43460666437,1976-01-22,ana.ferreira52@gmail.com,62974791684,Recife,PE,30327.41,premium,2020-01-01
CLT-0480,Felipe Monteiro,0107126158,1988-04-17,felipe.monteiro66@hotmail.com,,Curitiba,PR,5740.25,premium,2024-01-10
CLT-0322,Helena Cardoso,93238223116,1991-09-01,helena.cardoso33@hotmail.com,41947065106,Rio De Janeiro,RJ,2010.33,varejo,2022-05-16
CLT-0430,Nicolas Pereira Souza,20190725873,2006-10-25,nicolas.souza18@gmail.com,62945071606,Rio De Janeiro,RJ,24637.36,varejo,2023-07-13
CLT-0160,Larissa Araújo,59274523805,1970-07-05,larissa.araujo22@bol.com.br,81998453663,Porto Alegre,RS,6703.15,varejo,2015-07-24
CLT-0010,Carla Lima Ferreira,85014294019,1973-08-12,carla.ferreira29@gmail.com,61981499379,Vitória,ES,11343.24,varejo,2019-07-04
CLT-0311,Érico Barbosa,79083350615,1996-12-13,erico.barbosa2@gmail.com,,Campinas,SP,2053.21,premium,2020-07-24
CLT-0758,Sofia Silva,10769262654,1954-04-08,sofia.silva94@outlook.com,81968102787,Fortaleza,CE,,premium,2020-05-08
CLT-0236,Thiago Nascimento,85571617688,1953-06-09,thiago.nascimento39@yahoo.com.br,51931125745,Rio De Janeiro,RJ,4409.0,varejo,2019-08-04
CLT-0423,César Monteiro Martins,91165020002,1975-01-29,cesar.martins55@outlook.com,,Florianópolis,SC,4927.97,varejo,2017-06-08
CLT-0497,João Silva,63029559636,2000-11-21,joao.silva84@outlook.com,31976943823,Florianópolis,SC,2559.95,varejo,2019-01-13
CLT-0422,João Dias Nascimento,27045238885,2054-09-02,joao.nascimento23@yahoo.com.br,61980147817,Recife,PE,47843.15,varejo,2026-05-11
CLT-0465,César Moreira,90069680186,1969-11-11,cesar.moreira88@bol.com.br,11949588847,Brasília,DF,21330.31,private,2017-10-23
CLT-0540,Érico Santos Nascimento,04169105302,2050-05-25,erico.nascimento96@gmail.com,71988036975,Vitória,ES,14934.65,varejo,2023-09-15
CLT-0398,Otávio Pereira,20673231829,1954-09-28,otavio.pereira10@hotmail.com,19999572313,Recife,PE,14300.91,varejo,2018-09-10
CLT-0523,Carla Moreira,00173259007,1953-02-25,carla.moreiragmail.com,41915678396,Belo Horizonte,MG,14524.42,varejo,2019-07-31
CLT-0583,Ana Araújo,67333297323,1999-01-26,ana.araujo61@gmail.com,51952441654,Goiânia,GO,4599.62,varejo,2017-12-28
CLT-0549,Priscila Teixeira Santos,50193545036,1971-05-16,priscila.santos23@gmail.com,85956664410,Florianópolis,SC,8806.83,private,2020-04-07
CLT-0050,Renato Dias Rodrigues,82677345401,1969-03-13,renato.rodrigues68@hotmail.com,62916113868,Fortaleza,CE,2703.48,premium,2015-10-25
CLT-0202,Thiago Cardoso,33153779599,1977-12-02,,71963843658,Brasília,DF,2590.17,varejo,2015-12-12
CLT-0269,Tatiane Carvalho Souza,58835868122,1991-08-17,tatiane.souza85@bol.com.br,61985283294,Porto Alegre,RS,25572.14,varejo,2021-10-17
CLT-0752,Yasmin Santos Costa,92809166316,1950-12-18,yasmin.costa88@hotmail.com,47973168720,São Paulo,SP,6378.85,varejo,2020-07-30
CLT-0526,Igor Cardoso,00884474083,1965-04-26,igor.cardoso33@yahoo.com.br,21927941532,Brasília,DF,40547.81,varejo,2017-06-12
CLT-0002,Olívia Freitas Gomes,32764835030,2001-10-18,olivia.gomes47@hotmail.com,21944566155,Porto Alegre,RS,2114.4,premium,2025-04-16
CLT-0045,Priscila Gomes,56258815371,1994-06-09,priscila.gomes89@gmail.com,,Florianópolis,SC,5370.3,varejo,2024-05-18
CLT-0663,Érico Ribeiro,86263956126,1973-04-14,erico.ribeiro59@yahoo.com.br,,Florianópolis,SC,2396.74,premium,2026-02-02
CLT-0805,Olívia Monteiro,95940389554,1950-02-01,olivia.monteiro73@yahoo.com.br,19970294250,Brasília,DF,42910.44,varejo,2026-01-01
CLT-0300,Gustavo Pereira,17863767316,1991-02-26,gustavo.pereira27@yahoo.com.br,31975516359,Florianópolis,SC,16216.56,varejo,2024-07-10
CLT-0524,Henrique Silva Rodrigues,60234422521,1956-12-10,henrique.rodrigues64@gmail.com,,Recife,PE,2552.85,varejo,2016-05-11
CLT-0039,Paulo Ribeiro,62185188888,2054-04-14,paulo.ribeiro69@gmail.com,11973387116,Porto Alegre,RS,,premium,2022-09-25
CLT-0524,Henrique Silva Rodrigues,60234422521,1956-12-10,HENRIQUE.RODRIGUES64@GMAIL.COM,,Recife,PE,2552.85,varejo,2016-05-11
CLT-0817,Vera Carvalho,67016562774,1961-08-13,vera.carvalho56@gmail.com,61991463164,São Paulo,SP,30802.73,premium,2018-04-23
CLT-0536,Bruno Souza,03197899901,1972-04-03,bruno.souza31@yahoo.com.br,,Porto Alegre,RS,1613.01,private,2017-08-14
CLT-0256,Nicolas Campos,84964985601,1964-11-11,nicolas.campos78@yahoo.com.br,31968615019,Rio De Janeiro,RJ,2244.49,varejo,2023-06-05
CLT-0129,Ana Martins,69804204394,1975-10-23,ana.martins27@bol.com.br,11920917367,Sao Paulo,SP,4663.96,premium,2023-01-29
CLT-0676,Otávio  Ribeiro,10384715675,1983-07-11,otavio.ribeiro59@gmail.com,11965492254,Porto Alegre,RS,13198.76,premium,2015-06-13
CLT-0102,Wesley Moreira Ferreira,70435811288,1960-04-17,wesley.ferreira50@outlook.com,19944927950,Vitória,ES,18936.03,varejo,2024-10-05
CLT-0384,Bruno Ribeiro Teixeira,39464083037,1998-04-05,bruno.teixeira78@bol.com.br,11922465483,Manaus,AM,15090.72,premium,2024-07-05
CLT-0597,Thiago Oliveira,20761239612,1981-08-24,thiago.oliveira92@yahoo.com.br,19914566467,Manaus,AM,30542.98,varejo,2017-03-28
CLT-0145,Lucas Carvalho,75197128478,2005-11-30,lucas.carvalho74@yahoo.com.br,21950178740,Manaus,AM,14020.75,varejo,2016-10-01
CLT-0507,Priscila Rocha,36510344442,1989-04-27,priscila.rocha93@gmail.com,71989295493,Brasília,DF,2737.98,varejo,2023-12-28
CLT-0001,Olívia Costa,02654235116,1971-12-21,,47953331711,Goiânia,GO,27953.51,varejo,2023-06-28
CLT-0496,Vinícius Carvalho,19537749266,1976-05-31,vinicius.carvalho43@gmail.com,47961867784,Vitória,ES,54407.26,premium,2026-03-03
CLT-0782,Thiago Rocha,17148541839,1991-06-07,thiago.rocha48@gmail.com,61931467012,Salvador,BA,47533.16,varejo,2025-01-03
CLT-0590,Priscila Santos Teixeira,86555751247,1968-01-24,PRISCILA.TEIXEIRA@HOTMAIL.COM,11973319581,Vitória,ES,47375.35,private,2024-04-22
CLT-0688,Wesley Campos,29912699452,1954-04-04,wesley.campos91@yahoo.com.br,21926871375,Fortaleza,CE,1822.24,premium,2023-07-30
CLT-0712,Paulo Carvalho,31730332496,1968-09-26,paulo.carvalho86@yahoo.com.br,81964619189,Curitiba,PR,32406.56,premium,2022-08-19
CLT-0313,Wesley Freitas,84712705877,2002-02-11,wesley.freitas65@yahoo.com.br,,Fortaleza,CE,7781.46,varejo,2019-05-02
CLT-0115,Otávio Ribeiro,42843479552,1954-10-11,otavio.ribeiro16@bol.com.br,62970996981,Curitiba,PR,2312.16,varejo,2019-01-13
CLT-0775,Isabela Dias,27433037271,1962-03-18,isabela.dias85@yahoo.com.br,31956575886,Recife,PE,4635.45,varejo,2024-05-20
CLT-0077,Eduarda Almeida Costa,49035213568,1979-09-04,eduarda.costa53@gmail.com,31915097625,Vitória,ES,10491.63,premium,2020-08-08
CLT-0608,Eduarda  Araújo Rodrigues,52241142066,1988-05-19,eduarda.rodrigues7@hotmail.com,21951956238,Goiânia,GO,12022.89,private,2015-06-06
CLT-0613,Marcos Almeida Lima,49312146394,1991-06-10,marcos.lima99@gmail.com,31962975554,Recife,PE,3374.57,varejo,2018-09-09
CLT-0029,Henrique Rocha,89178390847,1965-08-27,,81975807984,Belo Horizonte,MG,1883.81,varejo,2024-12-12
CLT-0373,Olívia Oliveira Dias,64281319092,1953-04-04,olivia.diasgmail.com,71937514870,Vitória,ES,11517.83,premium,2016-09-23
CLT-0118,Eduarda Lima Cardoso,22820055778,1968-11-22,EDUARDA.CARDOSO@HOTMAIL.COM,31998353900,Curitiba,PR,3879.4,varejo,2024-10-03
CLT-0416,Henrique Carvalho,52165058714,1986-02-19,henrique.carvalho19@gmail.com,21995663854,Manaus,AM,3510.13,varejo,2022-05-05
CLT-0502,Eduarda Almeida Costa,18750677610,1999-07-15,eduarda.costa13@bol.com.br,61937361102,Fortaleza,CE,55908.46,premium,2017-02-04
CLT-0014,Débora Gomes Freitas,2980699016,2001-08-25,debora.freitas78@hotmail.com,51972116363,Vitória,ES,35554.29,premium,2023-03-07
CLT-0206,Wesley Martins,11150835354,1995-12-16,wesley.martins23@yahoo.com.br,19954964123,Curitiba,PR,1814.34,premium,2020-09-11
CLT-0197,Natália Martins Rocha,70026876811,1999-04-12,natalia.rocha85@outlook.com,19982933022,Recife,PE,5569.1,premium,2023-11-01
CLT-0711,Sofia Martins Araújo,70305687094,1963-04-07,,62972581078,Belém,PA,38151.83,private,2020-09-06
CLT-0504,Ana  Freitas,67080897474,2006-05-14,ana.freitas61@hotmail.com,47956567645,Curitiba,PR,2982.63,premium,2019-05-05
CLT-0743,João Rodrigues,6871413493,1988-05-11,joao.rodrigues45@bol.com.br,,Curitiba,PR,4983.06,premium,2023-12-03
CLT-0184,Vinícius Martins Teixeira,61027769749,1966-05-07,vinicius.teixeira24@hotmail.com,62974715958,Manaus,AM,1707.19,varejo,2019-04-13
CLT-0305,Yasmin Ferreira Oliveira,77382646091,1958-09-19,yasmin.oliveira77@outlook.com,61923614400,Fortaleza,CE,14691.89,varejo,2021-10-26
CLT-0025,Rafaela Carvalho Rodrigues,67136959440,1994-08-25,rafaela.rodrigues10@yahoo.com.br,,Campinas,SP,11589.85,varejo,2021-02-06
CLT-0781,Paulo Campos,15337435670,1960-07-11,paulo.campos55@bol.com.br,81937149380,Curitiba,PR,2674.02,varejo,2022-02-24
CLT-0355,Priscila Santos,37003322855,1985-12-08,priscila.santos58@hotmail.com,71913159359,Salvador,BA,1553.55,varejo,2024-04-22
CLT-0075,Carla Cardoso,06174451870,1966-01-21,carla.cardoso41@outlook.com,51949748600,Salvador,BA,3117.19,varejo,2019-05-20
CLT-0783,Gustavo Nascimento,76947308824,1956-08-31,gustavo.nascimento48@yahoo.com.br,62969374964,Florianópolis,SC,1949.87,premium,2018-12-10
CLT-0498,Natália Silva,22121548158,2005-12-08,natalia.silva98@gmail.com,,Recife,PE,6082.53,varejo,2015-11-03
CLT-0092,Tatiane Carvalho Campos,23098215064,1964-12-25,tatiane.campos63@outlook.com,47917852771,Recife,PE,,varejo,2024-05-07
CLT-0594,Tatiane Cardoso,29586841962,1992-09-04,tatiane.cardosogmail.com,31980341510,Manaus,AM,6820.16,varejo,2023-06-14
CLT-0611,Érico Ferreira,66535389629,1964-02-24,erico.ferreira48@hotmail.com,41935245745,Rio De Janeiro,RJ,26370.16,premium,2023-09-16
CLT-0808,Juliana Freitas,47719888374,1998-05-29,juliana.freitas74@gmail.com,11976079324,Fortaleza,CE,5250.46,varejo,2015-11-29
CLT-0436,João Oliveira,11079771400,1989-10-03,,41999102113,Vitória,ES,12977.65,premium,2021-01-17
CLT-0370,Priscila Rodrigues Costa,99485320895,1953-06-09,priscila.costa73@gmail.com,71943289875,Salvador,BA,31086.95,varejo,2017-01-16
CLT-0215,Yasmin Pereira,74233629344,1996-10-13,yasmin.pereira19@hotmail.com,41954548883,Manaus,AM,4281.54,varejo,2023-07-12
CLT-0375,Priscila Campos,19541966645,1999-05-16,priscila.campos92@yahoo.com.br,11945318135,Brasília,DF,40126.1,varejo,2025-02-02
CLT-0500,Marcos Monteiro Teixeira,31800366602,1997-09-20,marcos.teixeira20@yahoo.com.br,61942223642,São Paulo,SP,2593.88,premium,2023-11-19
CLT-0715,Nicolas Teixeira,89622068243,1953-01-09,nicolas.teixeira96@yahoo.com.br,41918503344,Fortaleza,CE,7033.96,private,2020-02-26
CLT-0505,Kevin Monteiro Nascimento,86052102627,1960-02-05,KEVIN.NASCIMENTO@HOTMAIL.COM,85920021296,Florianópolis,SC,14404.45,varejo,2020-08-31
CLT-0533,Débora Cardoso Ribeiro,65622419768,1977-09-25,debora.ribeiro13@hotmail.com,51958078754,Fortaleza,CE,3117.31,varejo,2018-07-31
CLT-0438,Sofia Souza,82116020418,2002-04-17,sofia.souza22@yahoo.com.br,41970519404,Curitiba,PR,3165.87,varejo,2025-01-22
CLT-0764,Eduarda Cardoso Nascimento,07122600822,1964-09-04,eduarda.nascimento10@bol.com.br,81955833979,São Paulo,SP,1646.61,varejo,2021-06-01
CLT-0410,Otávio Costa,26958264186,1971-11-21,otavio.costa1@outlook.com,19921924549,Curitiba,PR,25698.25,varejo,2024-07-21
CLT-0501,Otávio Ferreira Cardoso,76332838963,1979-04-22,otavio.cardoso79@hotmail.com,62923649284,Rio De Janeiro,RJ,22385.65,varejo,2024-11-01
CLT-0182,Diego Campos Oliveira,21476492515,1968-12-18,diego.oliveira99@yahoo.com.br,71988055398,Manaus,AM,9955.29,premium,2024-06-23
CLT-0665,Priscila Teixeira,15922912706,1983-01-11,priscila.teixeira30@gmail.com,21917155329,Vitoria,ES,5935.78,varejo,2018-04-04
CLT-0345,Marcos Rocha,15970996254,1951-10-13,marcos.rocha39@yahoo.com.br,85913849021,Campinas,SP,3999.37,private,2020-10-05
CLT-0404,Gabriela Dias,06011987561,1958-01-30,gabriela.dias26@hotmail.com,71995921137,Curitiba,PR,28671.29,premium,2015-06-08
CLT-0199,Bruno  Dias,58030468750,1967-03-19,bruno.dias87@gmail.com,,Campinas,SP,3178.49,premium,2016-01-09
CLT-0420,Yasmin Pereira Cardoso,51381865507,1980-09-07,yasmin.cardoso50@hotmail.com,85963141256,Curitiba,PR,4273.36,varejo,2021-11-06
CLT-0214,Bruno Moreira,75245086403,1970-11-14,bruno.moreiragmail.com,41943729836,Manaus,AM,1602.62,varejo,2020-07-27
CLT-0107,Otávio Araújo,91846386557,2068-07-20,OTAVIO.ARAUJO@HOTMAIL.COM,11992223276,Porto Alegre,RS,6351.05,varejo,2026-07-17
CLT-0625,Olívia Ribeiro,72508423242,1958-05-14,olivia.ribeiro3@bol.com.br,11954872310,Salvador,BA,44551.22,varejo,2017-06-25
CLT-0705,Larissa Teixeira,42526119789,1971-04-16,larissa.teixeira50@yahoo.com.br,,Vitória,ES,3966.59,premium,2025-02-15
CLT-0253,Gustavo Martins,92098196027,1965-02-08,gustavo.martins51@outlook.com,31949274633,Campinas,SP,3142.14,varejo,2020-02-07
CLT-0076,Priscila  Araújo Nascimento,41038657191,1963-07-05,priscila.nascimento95@outlook.com,71922262020,Brasília,DF,1528.69,private,2020-04-23
CLT-0618,Igor Almeida,54013153506,1976-06-05,igor.almeida79@gmail.com,19940397365,Brasília,DF,5205.28,varejo,2022-09-22
