ID Cliente; Nome Completo ;CPF;Data Nasc.;E-mail;Telefone ;Cidade;UF ;Renda Mensal (R$);Segmento;Data Cadastro
CLT-0698;Débora Martins;39567844607;02-09-1957;debora.martins87@yahoo.com.br;(11) 98872-6626;Salvador;ba;7436.38;Varejo;2017-03-30
CLT-0180;Samuel Campos;70320320742;1994-10-15;samuel.campos67@outlook.com;81916688233;SALVADOR;ba;4242.43;varejo;2025-11-18
CLT-0379;João Cardoso Ferreira;715.066.626-70;31/01/2003;joao.ferreira13@bol.com.br;51 948618971;Manaus;AM;12.798,21;Varejo;2023-11-21
CLT-0337;Felipe Gomes;6882850317;15-11-1966;;(21) 94335-9114;MANAUS;AM;1361.52;PREMIUM;08/05/2015
CLT-0561;  Gustavo Lima;19087886538;1952-06-05;gustavo.lima16@bol.com.br;11 973448712;Campinas;sp;36.412,50;PRIVATE;02/08/2019
CLT-0559;Yasmin Lima;476.143.788-44;22/02/2006;yasmin.lima78@gmail.com;62971462349;Curitiba;PR ;3.137,50;Varejo;18/11/22
CLT-0804;Kevin Moreira Moreira;102.506.668-60;2007-01-11;kevin.moreira11@outlook.com;51990977841;Belo Horizonte;mg;34965,24;private;11/08/2024
CLT-0819;Thiago Rodrigues;377.982.402-11;1963-03-07;thiago.rodrigues83@gmail.com;41925194555;manaus;AM;R$ 57049.52;Varejo;2016-10-23
CLT-0592;Priscila Moreira;797.245.284-13;1954-05-09;priscila.moreiragmail.com;85912155895;São Paulo;SP ;R$ 1.892,05;Premium;04/08/2019
CLT-0449;Isabela Souza;23112327489;16-10-1977;isabela.souza35@gmail.com;81923908385;Porto Alegre;rs;11053.58;Premium;17/08/2019
CLT-0087;Juliana Almeida;30307053457;1966-11-11;juliana.almeidagmail.com;21915004963;Recife;PE;3.041,28;varejo;25-dez-2018
CLT-0027;fátima nascimento   ;04711382675;11-06-2002;fatima.nascimento79@hotmail.com;85 978663531;Fortaleza;CE ;48043.09;Varejo;2025-12-22
CLT-0255;Otávio  Campos Rodrigues   ;244.731.584-77;31/01/05;otavio.rodrigues20@hotmail.com;(41) 95097-3833;Salvador;BA;4016,55;VAREJO;21-abr-2021
CLT-0794;César Dias;756.275.280-01;05/03/01;cesar.dias33@outlook.com;(62) 92095-8320;Manaus;AM;R$ 2.648,72;PRIVATE;2021-05-20
CLT-0141;Débora Gomes;77332945625;17/04/05;debora.gomes98@yahoo.com.br;(81) 98987-1495;Campinas;SP;R$ 2.549,14;VAREJO;2025-09-26
CLT-0603;  Nicolas Dias;265.099.621-83;2000-06-17;nicolas.dias93@hotmail.com;21971857807;São Paulo;SP ;R$ 4798.77;Premium;13/01/2015
CLT-0433;Gabriela Martins;67975649157;23-08-1997;;61970945670;belo horizonte;MG ;R$ 2.842,64;premium;09/07/2020
CLT-0109;João Teixeira;62912799088;27/11/2003;joao.teixeira59@bol.com.br;19 931359835;Belo Horizonte;MG;4534,16;varejo;2024-09-04
CLT-0151;Sofia Cardoso;063.461.571-73;15/11/1960;sofia.cardoso12@outlook.com;62949079015;São Paulo;SP;8965.48;Premium;2021-11-25
CLT-0786;mariana souza;36670417103;27/02/64;mariana.souzagmail.com;21 928869293;Goiânia;GO ;4.944,20;varejo;20/10/2015
CLT-0246;Natália Monteiro;91297102481;1964-06-13;natalia.monteiro38@outlook.com;(31) 95843-3645;Curitiba;pr;48.510,50;varejo;04/12/2022
CLT-0194;  Otávio Almeida;5690705626;27/02/2001;otavio.almeida3@outlook.com;;Campinas;SP;55.506,23;Varejo;26/05/2021
CLT-0257;César Almeida;655.330.770-46;1950-12-24;cesar.almeida68@hotmail.com;(47) 96355-7272;salvador;BA ;;VAREJO;08/02/15
CLT-0178;Gustavo Moreira;34476263934;20/06/1954;GUSTAVO.MOREIRA@HOTMAIL.COM;(31) 97693-3391;fortaleza;ce;R$ 38148.31;VAREJO;2020-04-13
CLT-0103;  KEVIN DIAS;80919015814;18/02/1952;kevin.dias74@hotmail.com;21956128170;Rio de Janeiro;rj;13413,51;VAREJO;2015-09-10
CLT-0243;GABRIELA  ROCHA TEIXEIRA;8476570412;13/05/1952;gabriela.teixeira11@hotmail.com;(31) 99245-3627;Manaus;AM;6061,32;Varejo;2025-03-10
CLT-0489;Vinícius Rodrigues   ;565.896.35957;1953-11-07;vinicius.rodrigues7@gmail.com;;BELO HORIZONTE;MG;R$ 1.611,16;varejo;2023-02-01
CLT-0553;Vinícius Freitas;02578464085;01-09-1950;vinicius.freitas27@hotmail.com;(61) 99639-9690;Brasília;df;2966.62;VAREJO;08-nov-2018
CLT-0459;  Priscila Freitas;152.610.537-09;10/12/1984;priscila.freitas90@gmail.com;+55 81 92161-8048;Belo Horizonte;MG;44416.74;Premium;07-fev-2015
CLT-0666;HENRIQUE MONTEIRO ALMEIDA;49979905221;05/07/1961;henrique.almeida52@gmail.com;;Rio de Janeiro;rj;16.125,74;Premium;2017-02-16
CLT-0018;Nicolas Campos;842.710.947-77;09-mar-1967;NICOLAS.CAMPOS@HOTMAIL.COM;51 988272869;SALVADOR;ba;4.523,67;varejo;2016-08-29
CLT-0033;Yasmin Souza Silva;96641605297;13/12/68;yasmin.silva72@outlook.com;(21) 98155-2734;SÃO PAULO;SP ;1.458,57;PREMIUM;06/10/2016
CLT-0692;ISABELA COSTA;99038035148;21-mai-1987;isabela.costa49@gmail.com;;Recife;PE;46.616,37;Private;28/11/2021
CLT-0282;Henrique Martins;72298120995;1976-04-27;;61981853895;salvador;ba;36.354,99;Premium;04/03/2017
CLT-0352;Isabela Martins;18779417634;10/06/1967;isabela.martins32@yahoo.com.br;(11) 98761-5040;Brasília;DF ;-;PREMIUM;2025-10-28
CLT-0048;Larissa Rodrigues;13075626368;21/07/03;larissa.rodrigues22@bol.com.br;62920203262;Campinas;SP;6.288,81;varejo;2025-09-23
CLT-0275;Priscila Almeida Lima;105.697.413-28;24-12-1960;priscila.lima39@outlook.com;+55 41 93011-7101;Belo Horizonte;MG;15843.73;Varejo;21-out-2015
CLT-0353;Yasmin Moreira;04432400615;26/06/93;yasmin.moreira38@gmail.com;+55 31 98318-7259;Florianópolis;SC ;31.298,25;varejo;17/01/2022
CLT-0283;yasmin barbosa;773.244.913-42;1975-08-05;yasmin.barbosa27@yahoo.com.br;+55 85 93766-1448;Fortaleza;CE;N/A;Varejo;2015-02-24
CLT-0378;  Carla Rodrigues Campos;49885582984;23-11-1968;carla.campos87@yahoo.com.br;41947061364;belém;PA ;R$ 17.740,28;premium;31/05/2026
CLT-0209;diego araújo;672.994.938-74;16-out-1990;DIEGO.ARAUJO@HOTMAIL.COM;+55 81 92048-7541;Curitiba;PR;R$ 5.652,13;Varejo;18/05/22
CLT-0175;Fátima Campos;34257540900;04-06-2002;fatima.campos53@outlook.com;41951447302;Florianópolis;SC ;R$ 3198.38;Varejo;20/02/23
CLT-0472;Priscila Rodrigues Oliveira;670.636.219-86;15/09/1960;priscila.oliveira16@yahoo.com.br;47957015173;Belo Horizonte;mg;sem info;Private;13-out-2023
CLT-0640;IGOR SOUZA;382.777.711-84;24/11/1976;;;Belo Horizonte;MG ;R$ 3.315,41;PREMIUM;18/05/2016
CLT-0301;bruno ferreira;615.626.244-67;12-ago-2002;;71939413679;BRASÍLIA;DF;29.202,94;Varejo;2017-05-21
CLT-0003;Igor Teixeira;784.801.845-14;2002-06-12;;62 953159201;Belo Horizonte;MG ;1.541,23;VAREJO;21/05/17
CLT-0812;Helena Cardoso;196.129.332-13;17/09/2001;helena.cardoso83@outlook.com;(31) 91689-5344;Manaus;am;R$ 18.208,28;varejo;2019-10-13
CLT-0795;Henrique Ribeiro;1294576130;31-01-1978;henrique.ribeiro63@gmail.com;(47) 95943-5617;Salvador;ba;R$ 2811.07;varejo;20/06/2021
CLT-0550;KARINA TEIXEIRA;759.659.992-01;11-mai-1985;karina.teixeira83@hotmail.com;71942452232;Belo Horizonte;mg;R$ 1.569,39;VAREJO;03/05/2023
CLT-0810;Samuel Carvalho Ribeiro;86819004158;05/01/1969;samuel.ribeiro24@hotmail.com;61931469909;Porto Alegre;RS;29509.59;premium;30/12/2023
CLT-0799;Carla Lima;296.507.445-65;1964-09-25;carla.lima35@bol.com.br;(71) 96905-5524;Manaus;am;16.342,93;varejo;2018-08-05
CLT-0545;Lucas Lima Almeida;76917162042;1971-08-23;lucas.almeida91@hotmail.com;21 957345394;Rio de Janeiro;RJ;1.685,97;premium;21/03/2020
CLT-0634;Débora Lima;23372094516;27-09-1975;debora.lima84@gmail.com;(81) 91192-7478;Vitória;ES;2309.70;Varejo;25-02-2018
CLT-0239;  Marcos Campos Pereira;09166010023;20/03/1991;marcos.pereira51@bol.com.br;;FORTALEZA;ce;R$ 38.200,97;Varejo;04/08/22
CLT-0481;Larissa Almeida;258.922.256-06;11/02/86;larissa.almeida89@hotmail.com;+55 61 94458-7088;Florianópolis;SC ;R$ 1611.60;Premium;07-06-2020
CLT-0375;Priscila Campos;195.419.666-45;1999-05-16;priscila.campos92@yahoo.com.br;11 945318135;Brasília;DF;40126.10;Varejo;02/02/25
CLT-0348;  Thiago Santos Carvalho;326.949.684-36;26/04/2004;thiago.carvalho19@bol.com.br;+55 41 99692-1114;Curitiba;PR;R$ 4352.06;Varejo;23/08/2020
CLT-0696;Henrique Barbosa Almeida;276.680.98460;27-06-1981;henrique.almeida20@hotmail.com;(85) 91550-5498;São Paulo;sp;R$ 4.150,63;VAREJO;2021-09-23
CLT-0258;BRUNO OLIVEIRA LIMA;1591030021;27-04-1953;bruno.lima52@gmail.com;(41) 93788-2442;porto alegre;RS;R$ 35733.10;VAREJO;10-04-2023
CLT-0602;Fátima Lima Dias;50221816981;25/02/52;fatima.dias70@outlook.com;21 947345912;Campinas;SP;2730.66;Varejo;2023-09-03
CLT-0060;  Nicolas Dias;61429396856;12/08/1970;nicolas.dias70@bol.com.br;+55 62 92284-9204;Vitória;ES;R$ 4.307,10;VAREJO;2017-03-11
CLT-0547;Samuel Barbosa;025.998.519-39;1972-10-08;samuel.barbosa56@hotmail.com;31990813952;Recife;pe;R$ 42.512,87;Premium;23-08-2017
CLT-0653;Paulo Campos;007.342.939-07;25/12/76;paulo.campos40@outlook.com;(81) 93324-6156;Campinas;SP ;16648.77;Varejo;2022-09-30
CLT-0240;Juliana Pereira;366.254.36172;30/06/2000;juliana.pereira3@gmail.com;+55 51 96854-2249;Rio de Janeiro;RJ;R$ 4.835,32;Varejo;25/11/16
CLT-0251;lucas carvalho;11096179817;04-03-1960;lucas.carvalho89@yahoo.com.br;(19) 95749-7891;Vitória;ES ;2695.04;private;19/07/2023
CLT-0394;Thiago Almeida;68011923603;1974-05-25;thiago.almeida80@hotmail.com;+55 62 92189-2681;Manaus;AM ;R$ 4961.22;Varejo;23-11-2024
CLT-0494;Thiago Dias Martins;110.187.803-58;16/12/63;thiago.martins95@hotmail.com;47918192211;Vitória;es;R$ 3.383,74;Premium;14/11/2025
CLT-0591;Eduarda Ribeiro;860.835.70170;1982-01-24;eduarda.ribeiro9@bol.com.br;(11) 95887-5387;vitória;ES;R$ 5.625,39;Varejo;22/03/2024
CLT-0495;Wesley Moreira Rodrigues;22054221626;2003-09-03;wesley.rodrigues64@gmail.com;;São Paulo;sp;13906.76;VAREJO;2015-01-13
CLT-0228;ISABELA CAMPOS;359.892.625-66;1974-11-20;isabela.campos11@outlook.com;21954253041;Campinas;SP ;9718.93;PRIVATE;15/02/2024
CLT-0350;Fátima Ribeiro;724.530.762-48;30/09/1962;fatima.ribeiro47@gmail.com;47991778091;Belém;pa;7178,32;Varejo;06-dez-2025
CLT-0415;Eduarda Silva;97363831828;30/09/1966;eduarda.silva14@hotmail.com;+55 11 96545-4750;Fortaleza;ce;13.038,41;Premium;2015-07-07
CLT-0722;PRISCILA FERREIRA DIAS;43435497872;09/09/61;priscila.dias61@yahoo.com.br;61988072807;Campinas;SP;51.576,15;VAREJO;23/11/2021
CLT-0331;  Olívia Carvalho;969.645.465-53;05/01/1972;;62 932036270;Vitória;es;R$ 7270.69;varejo;15-07-2020
CLT-0575;Tatiane Silva;03966203858;1954-07-16;tatiane.silva70@outlook.com;51913448287;Fortaleza;CE;sem info;varejo;20/03/2022
CLT-0341;Fátima Silva;7379457727;13/07/1950;fatima.silva73@bol.com.br;;Belo Horizonte;mg;57488,44;VAREJO;04-04-2023
CLT-0054;Felipe Rocha;686.337.524-31;1983-09-14;felipe.rocha51@bol.com.br;(47) 91256-4943;Belém;PA;R$ 18.017,86;VAREJO;2015-10-03
CLT-0801;César Dias Cardoso;276.334.228-56;10/11/85;cesar.cardosogmail.com;(85) 94782-8624;goiânia;GO;35977.62;Premium;2019-11-30
CLT-0668;Karina Souza;037.295.458-58;1966-11-30;karina.souza10@yahoo.com.br;(41) 99981-3026;Recife;PE ;2650,62;VAREJO;2019-11-20
CLT-0588;Gabriela Pereira Dias;127.622.398-47;22-12-2002;gabriela.diasgmail.com;19936476587;belo horizonte;mg;15.391,01;Varejo;2026-04-21
CLT-0742;Thiago Ribeiro;530.049.99266;25/12/1979;thiago.ribeiro53@outlook.com;+55 71 92829-8825;Rio de Janeiro;RJ ;2.122,86;PREMIUM;30-abr-2017
CLT-0082;Eduarda Ferreira;067.626.765-86;1979-09-17;eduarda.ferreira94@outlook.com;47946953664;Rio de Janeiro;rj;10994.49;PREMIUM;01/10/2015
CLT-0699;Eduarda Costa;97477656590;23/03/1983;eduarda.costa27@gmail.com;+55 51 95314-4444;Rio de Janeiro;RJ ;R$ 4.740,17;VAREJO;2024-09-08
CLT-0290;Marcos Rodrigues   ;778.811.616-20;16-04-1955;marcos.rodrigues1@outlook.com;31 942338169;Vitória;es;R$ 17.536,35;Private;2024-07-06
CLT-0291;Renato Ribeiro;58947735228;1962-07-20;renato.ribeiro67@outlook.com;(61) 97820-3936;Goiânia;GO;R$ 5.172,34;premium;15/02/2015
CLT-0445;HENRIQUE OLIVEIRA LIMA   ;559.067.000-99;08/02/1972;henrique.lima99@bol.com.br;(85) 95099-3931;Goiânia;GO ;R$ 4432.14;VAREJO;2023-05-31
CLT-0409;Bruno Freitas Monteiro;98069087261;1963-03-08;bruno.monteiro25@gmail.com;+55 11 98241-3849;Goiânia;go;R$ 7.011,51;Premium;2020-02-12
CLT-0261;otávio carvalho;436.294.897-86;22/09/1992;otavio.carvalho56@bol.com.br;(41) 92819-4597;fortaleza;CE;21965,38;Premium;20/12/2020
CLT-0607;OTÁVIO ARAÚJO MONTEIRO;10781871096;14/02/1988;otavio.monteiro40@hotmail.com;51 931116417;Fortaleza;CE;30006,83;Varejo;2024-02-13
CLT-0586;Nicolas Cardoso;740.675.826-76;1950-04-24;nicolas.cardoso39@hotmail.com;(11) 98040-3619;Manaus;AM;R$ 17.889,10;Premium;30/01/2024
CLT-0089;Gabriela Lima Oliveira;074.466.609-93;15-05-2000;gabriela.oliveira84@outlook.com;;São Paulo;SP ;22270.99;PREMIUM;18/05/2026
CLT-0440;FELIPE GOMES;97040953141;2000-07-19;felipe.gomes87@bol.com.br;61979981721;Belo Horizonte;MG;4.244,07;VAREJO;25/07/2020
CLT-0457;  Marcos Gomes;297.589.170-45;18/05/1962;marcos.gomes83@bol.com.br;85966785811;Fortaleza;CE;3913,56;Varejo;07/01/2016
CLT-0157;GABRIELA CARVALHO;907.726.257-01;1992-12-30;gabriela.carvalho46@outlook.com;85915355859;BRASÍLIA;DF;R$ 7.995,28;premium;24-08-2019
CLT-0222;Rafaela Rocha;686.334.141-11;1969-10-09;rafaela.rocha12@outlook.com;(41) 92902-7025;Salvador;BA ;R$ 17.196,05;VAREJO;2023-07-12
CLT-0435;Felipe Santos;576.694.703-18;19/10/1979;felipe.santos52@hotmail.com;(19) 94282-7595;CURITIBA;pr;8209,16;Varejo;09/11/24
CLT-0686;Sofia Monteiro Gomes;923.831.934-89;02/11/80;sofia.gomes71@yahoo.com.br;;MANAUS;AM ;R$ 2.026,64;Varejo;16/10/20
CLT-0755;Paulo Silva Rodrigues;93554592055;1974-10-17;paulo.rodrigues91@bol.com.br;(81) 99125-2446;CURITIBA;PR;R$ 13.181,20;Premium;27-jan-2025
CLT-0390;  Sofia Dias Souza;639.638.452-69;1957-05-11;sofia.souza22@bol.com.br;+55 51 95080-3042;porto alegre;rs;R$ 5.335,60;Varejo;28/02/2026
CLT-0163;LUCAS CARDOSO;244.714.627-30;10/03/1987;LUCAS.CARDOSO63@GMAIL.COM;+55 21 96927-8872;Recife;PE ;39764,02;varejo;04-set-2025
CLT-0785;NATÁLIA DIAS;02913813014;03/07/1973;natalia.dias60@yahoo.com.br;;Porto Alegre;rs;R$ 3.892,33;Varejo;2016-07-29
CLT-0024;Rafaela Martins;611.724.005-04;1992-02-14;rafaela.martins41@yahoo.com.br;+55 41 99702-7751;Goiânia;GO;8821.05;PRIVATE;24/10/2018
CLT-0061;Juliana Lima Ferreira;655.110.475-41;13/04/1979;juliana.ferreira11@bol.com.br;(81) 99395-7685;VITÓRIA;ES;R$ 30.718,88;PREMIUM;2017-02-01
CLT-0482;Diego Rodrigues Barbosa;13626084639;1971-12-13;diego.barbosa41@hotmail.com;61973262036;Goiânia;GO;R$ 17.266,04;varejo;05/09/2025
CLT-0346;Carla Rodrigues;46558665254;1980-04-12;carla.rodrigues80@gmail.com;;Porto Alegre;RS;R$ 56.181,39;VAREJO;23/02/22
CLT-0490;Olívia Cardoso Cardoso;04379686800;30/07/85;olivia.cardoso21@hotmail.com;+55 19 96141-3307;Curitiba;PR ;R$ 11.720,33;VAREJO;15/02/2016
CLT-0661;paulo cardoso rocha   ;825.320.831-68;07-08-1998;PAULO.ROCHA@HOTMAIL.COM;71 946417804;manaus;AM;R$ 5.188,84;Varejo;2016-12-05
CLT-0093;NICOLAS DIAS;39348356420;27/09/63;nicolas.dias90@hotmail.com;(62) 98875-6416;Rio de Janeiro;RJ;;Varejo;23-06-2017
CLT-0733;Débora Monteiro;61548720124;31/01/1962;debora.monteiro62@yahoo.com.br;61957526521;BELO HORIZONTE;MG;35141.13;varejo;03/09/2022
CLT-0555;Ana Silva;740.039.101-93;17-04-2003;ana.silva52@gmail.com;(85) 93910-3203;PORTO ALEGRE;rs;12112,29;Varejo;06/02/2017
CLT-0710;  Natália Carvalho;1065735174;19/05/1999;natalia.carvalho30@hotmail.com;(41) 96655-3000;Manaus;AM;R$ 10.769,48;varejo;29/10/2016
CLT-0342;Kevin Ribeiro;6283333939;1953-10-26;kevin.ribeiro52@yahoo.com.br;(71) 97140-6028;Recife;pe;R$ 58.094,97;Varejo;2017-06-09
CLT-0237;Juliana Freitas;443.448.123-08;06/11/1964;;(31) 95550-3178;Recife;PE;57145.09;VAREJO;01-ago-2020
CLT-0453;HENRIQUE  SANTOS SOUZA;814.356.140-38;11/11/2001;henrique.souza50@yahoo.com.br;41 923939361;Brasília;DF;40316.93;Premium;2021-03-13
CLT-0773;Larissa Campos;67698897988;1959-04-21;larissa.campos11@yahoo.com.br;51955676396;Campinas;SP;5011,77;premium;12-ago-2021
CLT-0767;Eduarda Dias;28535416019;22-jan-1968;eduarda.dias48@gmail.com;85952871323;Manaus;AM;;premium;27/07/2025
CLT-0750;Débora Barbosa;82924828732;26/04/1963;debora.barbosa94@hotmail.com;(81) 99547-9597;FORTALEZA;CE;R$ 21.718,45;Private;24/11/2024
CLT-0196;Sofia Ribeiro;94200749465;30/04/1977;sofia.ribeiro22@hotmail.com;(85) 95609-1745;Brasília;df;2.482,58;premium;26/07/2016
CLT-0521;Débora Rodrigues   ;007.941.93245;15/12/1961;debora.rodrigues30@gmail.com;+55 85 92233-1974;Belo Horizonte;MG;2644.67;Varejo;10/12/2021
CLT-0339;Lucas Cardoso;73280771130;20/12/1955;lucas.cardoso69@outlook.com;62921044960;RIO DE JANEIRO;RJ;6.065,49;Private;2018-03-15
CLT-0272;Juliana Ribeiro;512.418.938-98;1956-01-10;JULIANA.RIBEIRO@HOTMAIL.COM;;Salvador;ba;R$ 14486.46;Private;03/09/2015
CLT-0511;  Otávio Moreira Pereira;251.521.74653;17-06-1957;otavio.pereira23@bol.com.br;(81) 99386-1819;Rio de Janeiro;RJ;1.450,30;Varejo;29/05/2017
CLT-0247;Larissa Rodrigues;55168740903;1973-02-21;larissa.rodrigues47@outlook.com;31927255762;Belo Horizonte;MG;19.005,68;VAREJO;20/08/2016
CLT-0176;Fátima Silva;177.656.124-81;1989-09-09;fatima.silva31@outlook.com;+55 85 96353-8426;goiânia;go;45254.11;Premium;2019-02-14
CLT-0754;Karina Costa Rocha   ;539.501.115-25;1983-06-02;karina.rocha59@yahoo.com.br;+55 31 98585-8296;vitória;ES ;19.054,81;Varejo;2018-12-22
CLT-0293;Karina Silva;813.866.675-48;11/10/1968;karina.silva1@outlook.com;;Manaus;AM;52289,38;Premium;16-03-2018
CLT-0731;LARISSA PEREIRA;735.640.783-08;10-02-1984;;47 982659526;Recife;pe;16.078,75;VAREJO;30/04/2023
CLT-0338;Ana Ferreira;434.606.664-37;22/01/1976;ana.ferreira52@gmail.com;+55 62 97479-1684;Recife;PE;30.327,41;PREMIUM;01/01/2020
CLT-0480;FELIPE MONTEIRO;0107126158;1988-04-17;felipe.monteiro66@hotmail.com;;curitiba;PR;5.740,25;Premium;01/10/24
CLT-0322;Helena Cardoso   ;932.382.231-16;1991-09-01;helena.cardoso33@hotmail.com;(41) 94706-5106;RIO DE JANEIRO;RJ;2010.33;VAREJO;16-05-2022
CLT-0430;Nicolas Pereira Souza;201.907.258-73;2006-10-25;nicolas.souza18@gmail.com;(62) 94507-1606;rio de janeiro;RJ;R$ 24.637,36;Varejo;13/07/2023
CLT-0160;  Larissa Araújo;592.745.23805;07/05/1970;larissa.araujo22@bol.com.br;81998453663;porto alegre;RS ;R$ 6.703,15;Varejo;2015-07-24
CLT-0010;Carla Lima Ferreira;850.142.940-19;08-12-1973;carla.ferreira29@gmail.com;(61) 98149-9379;Vitória;es;11343,24;Varejo;07/04/2019
CLT-0311;Érico Barbosa;79083350615;13/12/1996;erico.barbosa2@gmail.com;;Campinas;SP ;R$ 2.053,21;Premium;24/07/2020
CLT-0758;Sofia Silva;10769262654;04/08/1954;sofia.silva94@outlook.com;+55 81 96810-2787;Fortaleza;ce;-;Premium;05/08/2020
CLT-0236;Thiago Nascimento;85571617688;06/09/1953;thiago.nascimento39@yahoo.com.br;(51) 93112-5745;rio de janeiro;RJ;4.409,00;VAREJO;08-04-2019
CLT-0423;César Monteiro Martins;91165020002;29/01/1975;cesar.martins55@outlook.com;;Florianópolis;SC;R$ 4.927,97;Varejo;06-08-2017
CLT-0497;João Silva;630.295.596-36;2000-11-21;joao.silva84@outlook.com;31 976943823;florianópolis;SC ;2559.95;varejo;13/01/2019
CLT-0422;João Dias Nascimento;270.452.388-85;09/02/54;joao.nascimento23@yahoo.com.br;(61) 98014-7817;Recife;PE ;R$ 47.843,15;VAREJO;2026-05-11
CLT-0465;césar moreira;90069680186;1969-11-11;cesar.moreira88@bol.com.br;11949588847;Brasília;DF;21330.31;PRIVATE;23-10-2017
CLT-0540;Érico Santos Nascimento;041.691.053-02;25/05/50;erico.nascimento96@gmail.com;71 988036975;vitória;ES;14934.65;Varejo;2023-09-15
CLT-0398;Otávio Pereira;206.732.318-29;1954-09-28;otavio.pereira10@hotmail.com;+55 19 99957-2313;Recife;pe;R$ 14.300,91;Varejo;2018-09-10
CLT-0523;Carla Moreira;001.732.590-07;1953-02-25;carla.moreiragmail.com;(41) 91567-8396;BELO HORIZONTE;mg;R$ 14.524,42;VAREJO;2019-07-31
CLT-0583;ANA ARAÚJO;67333297323;26/01/99;ana.araujo61@gmail.com;(51) 95244-1654;Goiânia;GO;4.599,62;VAREJO;28/12/2017
CLT-0549;Priscila Teixeira Santos;50193545036;16-05-1971;priscila.santos23@gmail.com;+55 85 95666-4410;Florianópolis;SC ;8806.83;private;04/07/2020
CLT-0050;renato dias rodrigues;82677345401;13/03/1969;renato.rodrigues68@hotmail.com;62916113868;Fortaleza;CE;2703,48;Premium;25-out-2015
CLT-0202;thiago cardoso;331.537.79599;1977-12-02;;(71) 96384-3658;Brasília;DF ;2590,17;Varejo;2015-12-12
CLT-0269;  Tatiane Carvalho Souza;588.358.681-22;17-08-1991;tatiane.souza85@bol.com.br;(61) 98528-3294;Porto Alegre;RS;25572.14;varejo;17/10/21
CLT-0752;Yasmin Santos Costa   ;92809166316;18-12-1950;yasmin.costa88@hotmail.com;+55 47 97316-8720;SÃO PAULO;SP;R$ 6.378,85;varejo;30/07/2020
CLT-0526;Igor Cardoso;008.844.740-83;1965-04-26;igor.cardoso33@yahoo.com.br;21927941532;Brasília;DF;40547.81;Varejo;06/12/2017
CLT-0002;Olívia Freitas Gomes;32764835030;2001-10-18;olivia.gomes47@hotmail.com;(21) 94456-6155;Porto Alegre;RS ;2.114,40;Premium;16/04/2025
CLT-0045;Priscila Gomes;562.588.153-71;06/09/1994;priscila.gomes89@gmail.com;;Florianópolis;SC;5370,30;VAREJO;18/05/2024
CLT-0663;érico ribeiro;86263956126;14/04/1973;erico.ribeiro59@yahoo.com.br;;Florianópolis;SC ;2.396,74;PREMIUM;02/02/2026
CLT-0805;Olívia Monteiro;959.403.895-54;1950-02-01;olivia.monteiro73@yahoo.com.br;(19) 97029-4250;Brasília;DF;R$ 42.910,44;VAREJO;01/01/2026
CLT-0300;Gustavo Pereira;178.637.673-16;26-02-1991;gustavo.pereira27@yahoo.com.br;31 975516359;florianópolis;SC ;16216,56;Varejo;2024-07-10
CLT-0524;Henrique Silva Rodrigues;60234422521;12/10/1956;henrique.rodrigues64@gmail.com;;Recife;PE;R$ 2.552,85;Varejo;05/11/2016
CLT-0039;  Paulo Ribeiro;621.851.888-88;14/04/54;paulo.ribeiro69@gmail.com;(11) 97338-7116;Porto Alegre;RS;;Premium;25/09/2022
CLT-0524;HENRIQUE SILVA RODRIGUES;60234422521;12/10/1956;HENRIQUE.RODRIGUES64@GMAIL.COM;;Recife;PE;R$ 2.552,85;Varejo;05/11/2016
CLT-0817;VERA CARVALHO;670.165.627-74;13/08/1961;vera.carvalho56@gmail.com;(61) 99146-3164;são paulo;SP;30802.73;PREMIUM;23/04/2018
CLT-0536;BRUNO SOUZA;031.978.999-01;04/03/1972;bruno.souza31@yahoo.com.br;;PORTO ALEGRE;rs;1.613,01;Private;14/08/2017
CLT-0256;Nicolas Campos;849.649.856-01;11/11/1964;nicolas.campos78@yahoo.com.br;(31) 96861-5019;Rio de Janeiro;RJ ;2244.49;varejo;06/05/2023
CLT-0129;ana martins   ;698.042.043-94;1975-10-23;ana.martins27@bol.com.br;+55 11 92091-7367;Sao Paulo;sp;4663.96;PREMIUM;29/01/23
CLT-0676;Otávio  Ribeiro;103.847.156-75;07-11-1983;otavio.ribeiro59@gmail.com;11965492254;Porto Alegre;RS;13.198,76;premium;2015-06-13
CLT-0102;Wesley Moreira Ferreira;704.358.112-88;17/04/1960;wesley.ferreira50@outlook.com;19 944927950;Vitória;ES;R$ 18.936,03;Varejo;2024-10-05
CLT-0384;Bruno Ribeiro Teixeira;394.640.830-37;04/05/1998;bruno.teixeira78@bol.com.br;11922465483;Manaus;AM ;15090,72;premium;07/05/2024
CLT-0597;Thiago Oliveira;207.612.396-12;1981-08-24;thiago.oliveira92@yahoo.com.br;+55 19 91456-6467;Manaus;AM;30.542,98;Varejo;28/03/2017
CLT-0145;Lucas Carvalho;751.971.284-78;30/11/05;lucas.carvalho74@yahoo.com.br;+55 21 95017-8740;Manaus;AM;14020.75;Varejo;2016-10-01
CLT-0507;Priscila Rocha;36510344442;27/04/89;priscila.rocha93@gmail.com;+55 71 98929-5493;Brasília;df;R$ 2737.98;VAREJO;28-12-2023
